timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732800283637,679,HTTP Request,200,OK,JmeterScripttesting 1-115,text,true,,7487,208,48,48,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,678,0,317
1732800282997,1319,HTTP Request,200,OK,JmeterScripttesting 1-79,text,true,,7489,208,48,48,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1318,0,419
1732800283614,715,HTTP Request,200,OK,JmeterScripttesting 1-114,text,true,,7495,208,47,47,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,705,0,340
1732800283216,1115,HTTP Request,200,OK,JmeterScripttesting 1-94,text,true,,7485,208,46,46,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1115,0,339
1732800283653,680,HTTP Request,200,OK,JmeterScripttesting 1-116,text,true,,7483,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,679,0,306
1732800283120,1215,HTTP Request,200,OK,JmeterScripttesting 1-82,text,true,,7483,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1214,0,392
1732800283695,670,HTTP Request,200,OK,JmeterScripttesting 1-118,text,true,,7499,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,665,0,301
1732800283255,1116,HTTP Request,200,OK,JmeterScripttesting 1-96,text,true,,7487,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1110,0,330
1732800283154,1254,HTTP Request,200,OK,JmeterScripttesting 1-91,text,true,,7485,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1254,0,402
1732800283137,1278,HTTP Request,200,OK,JmeterScripttesting 1-90,text,true,,7485,208,45,45,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1277,0,400
